"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.075,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.01,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.06,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.065,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.035,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.045,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.282583,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,2.111,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,2.163,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,2.221,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,2.182,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,2.257,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,2.165,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,2.252,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,2.287,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.286,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.455,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,2.54,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,2.472,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.5027078,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.07609091,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.5543,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.5994348,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.4883,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.5690435,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.5188636,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.6927619,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.5696087,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.554381,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.5701818,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.5000909,,
"IRLT","Long-term interest rates, Per cent per annum","LUX","Luxembourg","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.4916191,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.248333,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,7.6,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,7.4,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,7.24,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,7.32,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,6.88,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,6.89,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,6.79,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,7.19,,
"IRLT","Long-term interest rates, Per cent per annum","MEX","Mexico","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,7.53,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.5220833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.481,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.486,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.485,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.498,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.589,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.503,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.688,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.542,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.532,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.541,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.468,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.452,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.990833,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,3.23,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,3.29,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,3.28,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,3.05,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,2.93,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,2.77,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,2.97,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,2.88,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.91,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.97,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,2.85,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,2.76,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.6375,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.69,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.74,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.77,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.61,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.59,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,1.53,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.69,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.62,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.59,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.66,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.59,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.57,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.42,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,3.68,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,3.81,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,3.66,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,3.42,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,3.35,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,3.19,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,3.3,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,3.33,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,3.26,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,3.38,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,3.39,,
"IRLT","Long-term interest rates, Per cent per annum","POL","Poland","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,3.27,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.0525,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,3.95,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,4.04,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,3.99,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,3.77,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,3.29,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,2.97,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,3.03,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,2.83,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.63,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.32,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.98,,
"IRLT","Long-term interest rates, Per cent per annum","PRT","Portugal","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.83,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.9166667,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.03,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.09,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.09,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.06,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.03,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.86,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.93,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.83,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.82,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.83,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.76,,
"IRLT","Long-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.67,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.557866,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.466318,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.703,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.717522,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.617778,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.568409,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,1.452318,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.59781,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.484864,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.541286,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.614682,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.488773,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.441632,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.655,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.65,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.66,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.69,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.57,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.56,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.46,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.66,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.63,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.62,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.88,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.76,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.72,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.07208333,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.072,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,-0.213,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,-0.1,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,-0.096,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,-0.145,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,-0.025,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.06,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,-0.114,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.017,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,-0.029,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,-0.053,,
"IRLT","Long-term interest rates, Per cent per annum","CHE","Switzerland","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,-0.095,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.235808,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.4203,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.3058,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.194,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.0789,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.1175,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,1.0846,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.2713,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.1241,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.2436,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.3816,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.3299,,
"IRLT","Long-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.2781,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.33,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,2.43,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,2.42,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,2.48,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,2.3,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,2.3,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,2.19,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,2.32,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,2.21,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.2,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.36,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,2.35,,
"IRLT","Long-term interest rates, Per cent per annum","USA","United States","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,2.4,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.244958,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,4.167268,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,4.152218,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,4.201198,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,3.90074,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,4.026836,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,4.010154,,
"IRLT","Long-term interest rates, Per cent per annum","CHL","Chile","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,4.221017,,
